Year,Series,Age,Sex,Type of contract,Province,County,Municipality,Units,GeoCode,Value
2020,Employment rate,16 years and over,,,Gipuzkoa,,,PT,Gipuzkoa,52.2
2021,Employment rate,16 years and over,,,Gipuzkoa,,,PT,Gipuzkoa,51.0
2023,Employment rate,16 years and over,,,Gipuzkoa,,,PT,Gipuzkoa,53.4
2015,Employment rate,16 years and over,,,Gipuzkoa,,,PT,Gipuzkoa,49.9
2022,Employment rate,16 years and over,,,Gipuzkoa,,,PT,Gipuzkoa,52.6
2010,Employment rate,16 years and over,,,Gipuzkoa,,,PT,Gipuzkoa,51.4
2019,Employment rate,16 years and over,,,Gipuzkoa,,,PT,Gipuzkoa,52.1
2018,Employment rate,16 years and over,,,Gipuzkoa,,,PT,Gipuzkoa,51.5
2023,Employment rate,16 years and over,Female,,,,,PT,,48.9
2010,Employment rate,16 years and over,Female,,,,,PT,,44.3
2020,Employment rate,16 years and over,Female,,,,,PT,,47.1
2022,Employment rate,16 years and over,Female,,,,,PT,,47.8
2018,Employment rate,16 years and over,Female,,,,,PT,,45.9
2015,Employment rate,16 years and over,Female,,,,,PT,,44.9
2019,Employment rate,16 years and over,Female,,,,,PT,,46.5
2016,Employment rate,16 years and over,Female,,,,,PT,,44.4
2021,Employment rate,16 years and over,Female,,,,,PT,,46.3
2021,Employment rate,16 years and over,Female,,,,Abadiño,PT,Abadiño,49.9
2016,Employment rate,16 years and over,Female,,,,Abadiño,PT,Abadiño,47.7
2020,Employment rate,16 years and over,Female,,,,Abadiño,PT,Abadiño,50.7
2022,Employment rate,16 years and over,Female,,,,Abadiño,PT,Abadiño,50.9
2018,Employment rate,16 years and over,Female,,,,Abadiño,PT,Abadiño,49.0
2019,Employment rate,16 years and over,Female,,,,Abadiño,PT,Abadiño,49.7
2010,Employment rate,16 years and over,Female,,,,Abadiño,PT,Abadiño,46.4
2015,Employment rate,16 years and over,Female,,,,Abadiño,PT,Abadiño,48.3
2023,Employment rate,16 years and over,Female,,,,Abadiño,PT,Abadiño,51.7
2015,Employment rate,16 years and over,Female,,,,Abaltzisketa,PT,Abaltzisketa,52.7
2020,Employment rate,16 years and over,Female,,,,Abaltzisketa,PT,Abaltzisketa,59.5
2021,Employment rate,16 years and over,Female,,,,Abaltzisketa,PT,Abaltzisketa,56.2
2016,Employment rate,16 years and over,Female,,,,Abaltzisketa,PT,Abaltzisketa,47.0
2018,Employment rate,16 years and over,Female,,,,Abaltzisketa,PT,Abaltzisketa,46.6
2022,Employment rate,16 years and over,Female,,,,Abaltzisketa,PT,Abaltzisketa,59.0
2023,Employment rate,16 years and over,Female,,,,Abaltzisketa,PT,Abaltzisketa,56.2
2019,Employment rate,16 years and over,Female,,,,Abaltzisketa,PT,Abaltzisketa,54.3
2010,Employment rate,16 years and over,Female,,,,Abaltzisketa,PT,Abaltzisketa,49.1
2015,Employment rate,16 years and over,Female,,,,Abanto y Ciérvana-Abanto Zierbena,PT,Abanto y Ciérvana-Abanto Zierbena,45.0
2016,Employment rate,16 years and over,Female,,,,Abanto y Ciérvana-Abanto Zierbena,PT,Abanto y Ciérvana-Abanto Zierbena,44.1
2020,Employment rate,16 years and over,Female,,,,Abanto y Ciérvana-Abanto Zierbena,PT,Abanto y Ciérvana-Abanto Zierbena,47.6
2018,Employment rate,16 years and over,Female,,,,Abanto y Ciérvana-Abanto Zierbena,PT,Abanto y Ciérvana-Abanto Zierbena,45.8
2019,Employment rate,16 years and over,Female,,,,Abanto y Ciérvana-Abanto Zierbena,PT,Abanto y Ciérvana-Abanto Zierbena,46.7
2023,Employment rate,16 years and over,Female,,,,Abanto y Ciérvana-Abanto Zierbena,PT,Abanto y Ciérvana-Abanto Zierbena,49.8
2010,Employment rate,16 years and over,Female,,,,Abanto y Ciérvana-Abanto Zierbena,PT,Abanto y Ciérvana-Abanto Zierbena,44.6
2021,Employment rate,16 years and over,Female,,,,Abanto y Ciérvana-Abanto Zierbena,PT,Abanto y Ciérvana-Abanto Zierbena,47.1
2022,Employment rate,16 years and over,Female,,,,Abanto y Ciérvana-Abanto Zierbena,PT,Abanto y Ciérvana-Abanto Zierbena,48.1
2022,Employment rate,16 years and over,Female,,,,Aduna,PT,Aduna,64.2
2020,Employment rate,16 years and over,Female,,,,Aduna,PT,Aduna,62.8
2015,Employment rate,16 years and over,Female,,,,Aduna,PT,Aduna,55.2
2021,Employment rate,16 years and over,Female,,,,Aduna,PT,Aduna,64.6
2019,Employment rate,16 years and over,Female,,,,Aduna,PT,Aduna,61.7
2016,Employment rate,16 years and over,Female,,,,Aduna,PT,Aduna,58.9
2010,Employment rate,16 years and over,Female,,,,Aduna,PT,Aduna,55.4
2023,Employment rate,16 years and over,Female,,,,Aduna,PT,Aduna,67.6
2018,Employment rate,16 years and over,Female,,,,Aduna,PT,Aduna,61.9
2016,Employment rate,16 years and over,Female,,,,Agurain/Salvatierra,PT,Agurain/Salvatierra,47.5
2021,Employment rate,16 years and over,Female,,,,Agurain/Salvatierra,PT,Agurain/Salvatierra,46.9
2020,Employment rate,16 years and over,Female,,,,Agurain/Salvatierra,PT,Agurain/Salvatierra,48.3
2019,Employment rate,16 years and over,Female,,,,Agurain/Salvatierra,PT,Agurain/Salvatierra,46.7
2010,Employment rate,16 years and over,Female,,,,Agurain/Salvatierra,PT,Agurain/Salvatierra,48.8
2023,Employment rate,16 years and over,Female,,,,Agurain/Salvatierra,PT,Agurain/Salvatierra,50.4
2022,Employment rate,16 years and over,Female,,,,Agurain/Salvatierra,PT,Agurain/Salvatierra,49.7
2018,Employment rate,16 years and over,Female,,,,Agurain/Salvatierra,PT,Agurain/Salvatierra,47.8
2015,Employment rate,16 years and over,Female,,,,Agurain/Salvatierra,PT,Agurain/Salvatierra,49.0
2015,Employment rate,16 years and over,Female,,,,Aia,PT,Aia,52.7
2010,Employment rate,16 years and over,Female,,,,Aia,PT,Aia,51.9
2018,Employment rate,16 years and over,Female,,,,Aia,PT,Aia,55.2
2020,Employment rate,16 years and over,Female,,,,Aia,PT,Aia,58.9
2016,Employment rate,16 years and over,Female,,,,Aia,PT,Aia,53.6
2021,Employment rate,16 years and over,Female,,,,Aia,PT,Aia,58.3
2023,Employment rate,16 years and over,Female,,,,Aia,PT,Aia,61.0
2019,Employment rate,16 years and over,Female,,,,Aia,PT,Aia,58.7
2022,Employment rate,16 years and over,Female,,,,Aia,PT,Aia,59.5
2022,Employment rate,16 years and over,Female,,,,Aizarnazabal,PT,Aizarnazabal,53.1
2023,Employment rate,16 years and over,Female,,,,Aizarnazabal,PT,Aizarnazabal,56.6
2020,Employment rate,16 years and over,Female,,,,Aizarnazabal,PT,Aizarnazabal,53.6
2015,Employment rate,16 years and over,Female,,,,Aizarnazabal,PT,Aizarnazabal,50.2
2021,Employment rate,16 years and over,Female,,,,Aizarnazabal,PT,Aizarnazabal,50.2
2018,Employment rate,16 years and over,Female,,,,Aizarnazabal,PT,Aizarnazabal,53.2
2016,Employment rate,16 years and over,Female,,,,Aizarnazabal,PT,Aizarnazabal,47.5
2019,Employment rate,16 years and over,Female,,,,Aizarnazabal,PT,Aizarnazabal,52.1
2010,Employment rate,16 years and over,Female,,,,Aizarnazabal,PT,Aizarnazabal,52.4
2018,Employment rate,16 years and over,Female,,,,Ajangiz,PT,Ajangiz,59.8
2020,Employment rate,16 years and over,Female,,,,Ajangiz,PT,Ajangiz,56.4
2022,Employment rate,16 years and over,Female,,,,Ajangiz,PT,Ajangiz,51.3
2015,Employment rate,16 years and over,Female,,,,Ajangiz,PT,Ajangiz,52.4
2016,Employment rate,16 years and over,Female,,,,Ajangiz,PT,Ajangiz,56.9
2021,Employment rate,16 years and over,Female,,,,Ajangiz,PT,Ajangiz,50.8
2010,Employment rate,16 years and over,Female,,,,Ajangiz,PT,Ajangiz,53.9
2023,Employment rate,16 years and over,Female,,,,Ajangiz,PT,Ajangiz,52.6
2019,Employment rate,16 years and over,Female,,,,Ajangiz,PT,Ajangiz,59.3
2015,Employment rate,16 years and over,Female,,,,Albiztur,PT,Albiztur,61.7
2020,Employment rate,16 years and over,Female,,,,Albiztur,PT,Albiztur,58.4
2018,Employment rate,16 years and over,Female,,,,Albiztur,PT,Albiztur,53.8
2010,Employment rate,16 years and over,Female,,,,Albiztur,PT,Albiztur,52.1
2022,Employment rate,16 years and over,Female,,,,Albiztur,PT,Albiztur,55.5
2016,Employment rate,16 years and over,Female,,,,Albiztur,PT,Albiztur,52.9
2021,Employment rate,16 years and over,Female,,,,Albiztur,PT,Albiztur,52.9
2023,Employment rate,16 years and over,Female,,,,Albiztur,PT,Albiztur,56.5
2019,Employment rate,16 years and over,Female,,,,Albiztur,PT,Albiztur,58.0
2023,Employment rate,16 years and over,Female,,,,Alegia,PT,Alegia,49.1
2010,Employment rate,16 years and over,Female,,,,Alegia,PT,Alegia,43.8
2021,Employment rate,16 years and over,Female,,,,Alegia,PT,Alegia,47.8
2016,Employment rate,16 years and over,Female,,,,Alegia,PT,Alegia,44.3
2019,Employment rate,16 years and over,Female,,,,Alegia,PT,Alegia,47.8
2015,Employment rate,16 years and over,Female,,,,Alegia,PT,Alegia,45.9
2018,Employment rate,16 years and over,Female,,,,Alegia,PT,Alegia,47.9
2020,Employment rate,16 years and over,Female,,,,Alegia,PT,Alegia,49.3
2022,Employment rate,16 years and over,Female,,,,Alegia,PT,Alegia,49.9
2020,Employment rate,16 years and over,Female,,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,58.0
2022,Employment rate,16 years and over,Female,,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,57.2
2016,Employment rate,16 years and over,Female,,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,58.1
2010,Employment rate,16 years and over,Female,,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,58.5
2023,Employment rate,16 years and over,Female,,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,57.5
2018,Employment rate,16 years and over,Female,,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,58.0
2021,Employment rate,16 years and over,Female,,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,55.5
2015,Employment rate,16 years and over,Female,,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,60.2
2019,Employment rate,16 years and over,Female,,,,Alegría-Dulantzi,PT,Alegría-Dulantzi,58.2
2019,Employment rate,16 years and over,Female,,,,Alkiza,PT,Alkiza,59.1
2021,Employment rate,16 years and over,Female,,,,Alkiza,PT,Alkiza,51.9
2016,Employment rate,16 years and over,Female,,,,Alkiza,PT,Alkiza,58.7
2018,Employment rate,16 years and over,Female,,,,Alkiza,PT,Alkiza,61.7
2010,Employment rate,16 years and over,Female,,,,Alkiza,PT,Alkiza,55.6
2022,Employment rate,16 years and over,Female,,,,Alkiza,PT,Alkiza,58.6
2020,Employment rate,16 years and over,Female,,,,Alkiza,PT,Alkiza,59.2
2015,Employment rate,16 years and over,Female,,,,Alkiza,PT,Alkiza,61.3
2023,Employment rate,16 years and over,Female,,,,Alkiza,PT,Alkiza,53.7
2021,Employment rate,16 years and over,Female,,,,Alonsotegi,PT,Alonsotegi,45.6
2010,Employment rate,16 years and over,Female,,,,Alonsotegi,PT,Alonsotegi,40.0
2019,Employment rate,16 years and over,Female,,,,Alonsotegi,PT,Alonsotegi,43.6
2016,Employment rate,16 years and over,Female,,,,Alonsotegi,PT,Alonsotegi,41.4
2015,Employment rate,16 years and over,Female,,,,Alonsotegi,PT,Alonsotegi,41.8
2020,Employment rate,16 years and over,Female,,,,Alonsotegi,PT,Alonsotegi,45.4
2022,Employment rate,16 years and over,Female,,,,Alonsotegi,PT,Alonsotegi,46.6
2018,Employment rate,16 years and over,Female,,,,Alonsotegi,PT,Alonsotegi,43.7
2023,Employment rate,16 years and over,Female,,,,Alonsotegi,PT,Alonsotegi,48.3
2015,Employment rate,16 years and over,Female,,,,Altzaga,PT,Altzaga,50.8
2020,Employment rate,16 years and over,Female,,,,Altzaga,PT,Altzaga,45.8
2021,Employment rate,16 years and over,Female,,,,Altzaga,PT,Altzaga,50.0
2016,Employment rate,16 years and over,Female,,,,Altzaga,PT,Altzaga,50.8
2019,Employment rate,16 years and over,Female,,,,Altzaga,PT,Altzaga,47.9
2022,Employment rate,16 years and over,Female,,,,Altzaga,PT,Altzaga,57.7
2018,Employment rate,16 years and over,Female,,,,Altzaga,PT,Altzaga,43.5
2010,Employment rate,16 years and over,Female,,,,Altzaga,PT,Altzaga,69.2
2023,Employment rate,16 years and over,Female,,,,Altzaga,PT,Altzaga,55.1
2016,Employment rate,16 years and over,Female,,,,Altzo,PT,Altzo,53.4
2023,Employment rate,16 years and over,Female,,,,Altzo,PT,Altzo,56.3
2010,Employment rate,16 years and over,Female,,,,Altzo,PT,Altzo,54.0
2021,Employment rate,16 years and over,Female,,,,Altzo,PT,Altzo,50.3
2020,Employment rate,16 years and over,Female,,,,Altzo,PT,Altzo,53.9
2015,Employment rate,16 years and over,Female,,,,Altzo,PT,Altzo,50.8
2022,Employment rate,16 years and over,Female,,,,Altzo,PT,Altzo,55.3
2019,Employment rate,16 years and over,Female,,,,Altzo,PT,Altzo,57.7
2018,Employment rate,16 years and over,Female,,,,Altzo,PT,Altzo,54.8
2023,Employment rate,16 years and over,Female,,,,Amezketa,PT,Amezketa,49.2
2016,Employment rate,16 years and over,Female,,,,Amezketa,PT,Amezketa,43.5
2019,Employment rate,16 years and over,Female,,,,Amezketa,PT,Amezketa,47.5
2010,Employment rate,16 years and over,Female,,,,Amezketa,PT,Amezketa,42.0
2018,Employment rate,16 years and over,Female,,,,Amezketa,PT,Amezketa,46.0
2021,Employment rate,16 years and over,Female,,,,Amezketa,PT,Amezketa,49.2
2015,Employment rate,16 years and over,Female,,,,Amezketa,PT,Amezketa,44.0
2022,Employment rate,16 years and over,Female,,,,Amezketa,PT,Amezketa,53.7
2020,Employment rate,16 years and over,Female,,,,Amezketa,PT,Amezketa,50.8
2016,Employment rate,16 years and over,Female,,,,Amorebieta-Etxano,PT,Amorebieta-Etxano,47.9
2022,Employment rate,16 years and over,Female,,,,Amorebieta-Etxano,PT,Amorebieta-Etxano,51.6
2019,Employment rate,16 years and over,Female,,,,Amorebieta-Etxano,PT,Amorebieta-Etxano,50.2
2010,Employment rate,16 years and over,Female,,,,Amorebieta-Etxano,PT,Amorebieta-Etxano,46.2
2015,Employment rate,16 years and over,Female,,,,Amorebieta-Etxano,PT,Amorebieta-Etxano,48.0
2018,Employment rate,16 years and over,Female,,,,Amorebieta-Etxano,PT,Amorebieta-Etxano,49.7
2020,Employment rate,16 years and over,Female,,,,Amorebieta-Etxano,PT,Amorebieta-Etxano,50.7
2023,Employment rate,16 years and over,Female,,,,Amorebieta-Etxano,PT,Amorebieta-Etxano,52.9
2021,Employment rate,16 years and over,Female,,,,Amorebieta-Etxano,PT,Amorebieta-Etxano,49.5
2019,Employment rate,16 years and over,Female,,,,Amoroto,PT,Amoroto,45.1
2018,Employment rate,16 years and over,Female,,,,Amoroto,PT,Amoroto,43.5
2015,Employment rate,16 years and over,Female,,,,Amoroto,PT,Amoroto,47.5
2022,Employment rate,16 years and over,Female,,,,Amoroto,PT,Amoroto,47.2
2020,Employment rate,16 years and over,Female,,,,Amoroto,PT,Amoroto,43.3
2010,Employment rate,16 years and over,Female,,,,Amoroto,PT,Amoroto,46.0
2023,Employment rate,16 years and over,Female,,,,Amoroto,PT,Amoroto,49.4
2016,Employment rate,16 years and over,Female,,,,Amoroto,PT,Amoroto,45.8
2021,Employment rate,16 years and over,Female,,,,Amoroto,PT,Amoroto,44.6
2016,Employment rate,16 years and over,Female,,,,Amurrio,PT,Amurrio,44.1
2021,Employment rate,16 years and over,Female,,,,Amurrio,PT,Amurrio,46.8
2022,Employment rate,16 years and over,Female,,,,Amurrio,PT,Amurrio,47.9
2015,Employment rate,16 years and over,Female,,,,Amurrio,PT,Amurrio,44.6
2018,Employment rate,16 years and over,Female,,,,Amurrio,PT,Amurrio,45.8
2023,Employment rate,16 years and over,Female,,,,Amurrio,PT,Amurrio,48.3
2019,Employment rate,16 years and over,Female,,,,Amurrio,PT,Amurrio,46.9
2020,Employment rate,16 years and over,Female,,,,Amurrio,PT,Amurrio,47.2
2010,Employment rate,16 years and over,Female,,,,Amurrio,PT,Amurrio,44.3
2015,Employment rate,16 years and over,Female,,,,Andoain,PT,Andoain,45.4
2016,Employment rate,16 years and over,Female,,,,Andoain,PT,Andoain,44.5
2023,Employment rate,16 years and over,Female,,,,Andoain,PT,Andoain,49.3
2021,Employment rate,16 years and over,Female,,,,Andoain,PT,Andoain,46.6
2018,Employment rate,16 years and over,Female,,,,Andoain,PT,Andoain,45.9
2010,Employment rate,16 years and over,Female,,,,Andoain,PT,Andoain,44.8
2019,Employment rate,16 years and over,Female,,,,Andoain,PT,Andoain,46.8
2022,Employment rate,16 years and over,Female,,,,Andoain,PT,Andoain,48.2
2020,Employment rate,16 years and over,Female,,,,Andoain,PT,Andoain,47.7
2021,Employment rate,16 years and over,Female,,,,Anoeta,PT,Anoeta,52.8
2019,Employment rate,16 years and over,Female,,,,Anoeta,PT,Anoeta,52.1
2023,Employment rate,16 years and over,Female,,,,Anoeta,PT,Anoeta,54.7
2010,Employment rate,16 years and over,Female,,,,Anoeta,PT,Anoeta,46.9
2020,Employment rate,16 years and over,Female,,,,Anoeta,PT,Anoeta,54.6
2022,Employment rate,16 years and over,Female,,,,Anoeta,PT,Anoeta,54.6
2016,Employment rate,16 years and over,Female,,,,Anoeta,PT,Anoeta,47.2
2018,Employment rate,16 years and over,Female,,,,Anoeta,PT,Anoeta,52.0
2015,Employment rate,16 years and over,Female,,,,Anoeta,PT,Anoeta,46.7
2023,Employment rate,16 years and over,Female,,,,Antzuola,PT,Antzuola,54.3
2019,Employment rate,16 years and over,Female,,,,Antzuola,PT,Antzuola,52.5
2010,Employment rate,16 years and over,Female,,,,Antzuola,PT,Antzuola,48.1
2018,Employment rate,16 years and over,Female,,,,Antzuola,PT,Antzuola,51.8
2022,Employment rate,16 years and over,Female,,,,Antzuola,PT,Antzuola,54.0
2021,Employment rate,16 years and over,Female,,,,Antzuola,PT,Antzuola,52.2
2015,Employment rate,16 years and over,Female,,,,Antzuola,PT,Antzuola,51.2
2016,Employment rate,16 years and over,Female,,,,Antzuola,PT,Antzuola,49.5
2020,Employment rate,16 years and over,Female,,,,Antzuola,PT,Antzuola,53.0
2021,Employment rate,16 years and over,Female,,,,Añana,PT,Añana,46.9
2022,Employment rate,16 years and over,Female,,,,Añana,PT,Añana,46.0
2015,Employment rate,16 years and over,Female,,,,Añana,PT,Añana,31.9
2023,Employment rate,16 years and over,Female,,,,Añana,PT,Añana,51.6
2010,Employment rate,16 years and over,Female,,,,Añana,PT,Añana,34.2
2018,Employment rate,16 years and over,Female,,,,Añana,PT,Añana,40.8
2019,Employment rate,16 years and over,Female,,,,Añana,PT,Añana,43.7
2016,Employment rate,16 years and over,Female,,,,Añana,PT,Añana,36.1
2020,Employment rate,16 years and over,Female,,,,Añana,PT,Añana,47.9
2019,Employment rate,16 years and over,Female,,,,Arakaldo,PT,Arakaldo,57.4
2022,Employment rate,16 years and over,Female,,,,Arakaldo,PT,Arakaldo,62.3
2018,Employment rate,16 years and over,Female,,,,Arakaldo,PT,Arakaldo,54.7
2023,Employment rate,16 years and over,Female,,,,Arakaldo,PT,Arakaldo,58.4
2021,Employment rate,16 years and over,Female,,,,Arakaldo,PT,Arakaldo,54.5
2016,Employment rate,16 years and over,Female,,,,Arakaldo,PT,Arakaldo,53.3
2010,Employment rate,16 years and over,Female,,,,Arakaldo,PT,Arakaldo,46.3
2015,Employment rate,16 years and over,Female,,,,Arakaldo,PT,Arakaldo,45.8
2020,Employment rate,16 years and over,Female,,,,Arakaldo,PT,Arakaldo,52.5
2015,Employment rate,16 years and over,Female,,,,Arama,PT,Arama,52.3
2023,Employment rate,16 years and over,Female,,,,Arama,PT,Arama,60.9
2010,Employment rate,16 years and over,Female,,,,Arama,PT,Arama,51.9
2021,Employment rate,16 years and over,Female,,,,Arama,PT,Arama,53.3
2022,Employment rate,16 years and over,Female,,,,Arama,PT,Arama,52.3
2020,Employment rate,16 years and over,Female,,,,Arama,PT,Arama,55.6
2016,Employment rate,16 years and over,Female,,,,Arama,PT,Arama,51.2
2018,Employment rate,16 years and over,Female,,,,Arama,PT,Arama,52.8
2019,Employment rate,16 years and over,Female,,,,Arama,PT,Arama,51.7
2019,Employment rate,16 years and over,Female,,,,Aramaio,PT,Aramaio,54.3
2018,Employment rate,16 years and over,Female,,,,Aramaio,PT,Aramaio,54.1
2015,Employment rate,16 years and over,Female,,,,Aramaio,PT,Aramaio,50.8
2020,Employment rate,16 years and over,Female,,,,Aramaio,PT,Aramaio,51.0
2023,Employment rate,16 years and over,Female,,,,Aramaio,PT,Aramaio,53.3
2010,Employment rate,16 years and over,Female,,,,Aramaio,PT,Aramaio,53.4
2022,Employment rate,16 years and over,Female,,,,Aramaio,PT,Aramaio,52.9
2021,Employment rate,16 years and over,Female,,,,Aramaio,PT,Aramaio,51.6
2016,Employment rate,16 years and over,Female,,,,Aramaio,PT,Aramaio,51.2
2019,Employment rate,16 years and over,Female,,,,Arantzazu,PT,Arantzazu,51.7
2015,Employment rate,16 years and over,Female,,,,Arantzazu,PT,Arantzazu,49.4
2016,Employment rate,16 years and over,Female,,,,Arantzazu,PT,Arantzazu,49.4
2022,Employment rate,16 years and over,Female,,,,Arantzazu,PT,Arantzazu,51.4
2018,Employment rate,16 years and over,Female,,,,Arantzazu,PT,Arantzazu,47.9
2023,Employment rate,16 years and over,Female,,,,Arantzazu,PT,Arantzazu,53.0
2010,Employment rate,16 years and over,Female,,,,Arantzazu,PT,Arantzazu,46.4
2021,Employment rate,16 years and over,Female,,,,Arantzazu,PT,Arantzazu,48.8
2020,Employment rate,16 years and over,Female,,,,Arantzazu,PT,Arantzazu,48.3
2018,Employment rate,16 years and over,Female,,,,Areatza,PT,Areatza,49.3
